Country/Territories,Currency,Currency Code,Currency Units per £1,Start date,End date
Lao People's Dem Rep,Kip,LAK,24692.7800,01/10/2023,31/10/2023
Lebanon,Pound,LBP,18573.1000,01/10/2023,31/10/2023
Lesotho,Loti,LSL,23.3112,01/10/2023,31/10/2023
Liberia,Dollar (US),USD,1.2367,01/10/2023,31/10/2023
Libya,Dinar,LYD,6.0200,01/10/2023,31/10/2023
Macao,Pataca,MOP,9.9651,01/10/2023,31/10/2023
Macedonia,Denar,MKD,71.1187,01/10/2023,31/10/2023
Madagascar,Malagasy Ariary,MGA,5589.5760,01/10/2023,31/10/2023
Malawi,Kwacha,MWK,1371.9540,01/10/2023,31/10/2023
Malaysia,Ringgit,MYR,5.7944,01/10/2023,31/10/2023
Maldive Islands,Rufiyaa,MVR,19.0623,01/10/2023,31/10/2023
Mali Republic,CFA Franc,XOF,757.9707,01/10/2023,31/10/2023
Mauritania,Ouguiya,MRU,47.0670,01/10/2023,31/10/2023
Mauritius,Rupee,MUR,55.4356,01/10/2023,31/10/2023
Mexico,Mexican Peso,MXN,21.0783,01/10/2023,31/10/2023
Moldova,Leu,MDL,22.1588,01/10/2023,31/10/2023
Mongolia,Tugrik,MNT,4297.3370,01/10/2023,31/10/2023
Montserrat,E Caribbean Dollar,XCD,3.3419,01/10/2023,31/10/2023
Morocco,Dirham,MAD,12.6740,01/10/2023,31/10/2023
Mozambique,Metical,MZN,78.9969,01/10/2023,31/10/2023
Myanmar,Kyat,MMK,2595.5860,01/10/2023,31/10/2023
Nepal,Rupee,NPR,164.4604,01/10/2023,31/10/2023
New Caledonia,CFP Franc,XPF,137.8901,01/10/2023,31/10/2023
New Zealand,Dollar,NZD,2.0735,01/10/2023,31/10/2023
Nicaragua,Gold Cordoba,NIO,45.2683,01/10/2023,31/10/2023
Niger Republic,CFA Franc,XOF,757.9707,01/10/2023,31/10/2023
Nigeria,Naira,NGN,959.8714,01/10/2023,31/10/2023
Norway,Norwegian Krone,NOK,13.2761,01/10/2023,31/10/2023
Oman,Rial,OMR,0.4761,01/10/2023,31/10/2023
Pakistan,Rupee,PKR,358.8244,01/10/2023,31/10/2023
Panama,Balboa,PAB,1.2367,01/10/2023,31/10/2023
Papua New Guinea,Kina,PGK,4.4970,01/10/2023,31/10/2023
Paraguay,Guarani,PYG,8996.6200,01/10/2023,31/10/2023
Peru,New Sol,PEN,4.5800,01/10/2023,31/10/2023
Philippines,Peso,PHP,70.1383,01/10/2023,31/10/2023
Poland,Zloty,PLN,5.3661,01/10/2023,31/10/2023
Qatar,Riyal,QAR,4.5015,01/10/2023,31/10/2023
Romania,New Leu,RON,5.7445,01/10/2023,31/10/2023
Russia,Rouble,RUB,119.3831,01/10/2023,31/10/2023
Rwanda,Franc,RWF,1483.9100,01/10/2023,31/10/2023
Saudi Arabia,Riyal,SAR,4.6375,01/10/2023,31/10/2023
Senegal,CFA Franc,XOF,757.9707,01/10/2023,31/10/2023
Serbia,Dinar,RSD,135.4330,01/10/2023,31/10/2023
Seychelles,Rupee,SCR,16.3508,01/10/2023,31/10/2023
Sierra Leone,Leone,SLE,27.9466,01/10/2023,31/10/2023
Singapore,Dollar,SGD,1.6854,01/10/2023,31/10/2023
Soloman Islands,Dollar,SBD,10.4626,01/10/2023,31/10/2023
Somali Republic,Schilling,SOS,706.9963,01/10/2023,31/10/2023
South Africa,Rand,ZAR,23.3112,01/10/2023,31/10/2023
South Korea,Won,KRW,1640.3510,01/10/2023,31/10/2023
Sri Lanka,Rupee,LKR,401.7241,01/10/2023,31/10/2023
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.3419,01/10/2023,31/10/2023
St Lucia,E Caribbean Dollar,XCD,3.3419,01/10/2023,31/10/2023
St Vincent,E Caribbean Dollar,XCD,3.3419,01/10/2023,31/10/2023
Sudan Republic,Pound,SDG,743.2344,01/10/2023,31/10/2023
Surinam,Dollar,SRD,47.5538,01/10/2023,31/10/2023
Swaziland,Lilangeni,SZL,23.3112,01/10/2023,31/10/2023
Sweden,Krona,SEK,13.7392,01/10/2023,31/10/2023
Switzerland,Franc,CHF,1.1098,01/10/2023,31/10/2023
Taiwan,Dollar,TWD,39.5756,01/10/2023,31/10/2023
Tanzania,Schilling,TZS,3100.6580,01/10/2023,31/10/2023
Thailand,Baht,THB,44.5935,01/10/2023,31/10/2023
Togo Republic,CFA Franc,XOF,757.9707,01/10/2023,31/10/2023
Tonga Islands,Pa'anga (AUS),TOP,2.9585,01/10/2023,31/10/2023
Trinidad/Tobago,Dollar,TTD,8.3811,01/10/2023,31/10/2023
Tunisia,Dinar,TND,3.8811,01/10/2023,31/10/2023
Turkey,Turkish  Lira,TRY,33.4323,01/10/2023,31/10/2023
Turkmenistan,New Manat,TMT,4.3204,01/10/2023,31/10/2023
UAE,Dirham,AED,4.5417,01/10/2023,31/10/2023
USA,Dollar,USD,1.2367,01/10/2023,31/10/2023
Uganda,Schilling,UGX,4636.6720,01/10/2023,31/10/2023
Ukraine,Hryvnia,UAH,45.6722,01/10/2023,31/10/2023
Uruguay,Peso,UYU,47.1958,01/10/2023,31/10/2023
Uzbekistan,Sum,UZS,15015.1800,01/10/2023,31/10/2023
Vanuatu,Vatu,VUV,150.8740,01/10/2023,31/10/2023
Vietnam,Dong,VND,30190.3900,01/10/2023,31/10/2023
Wallis & Futuna Islands,CFP Franc,XPF,137.8901,01/10/2023,31/10/2023
Western Samoa,Tala,WST,3.4409,01/10/2023,31/10/2023
Yemen (Rep of),Rial,YER,309.6628,01/10/2023,31/10/2023
Zambia,Kwacha,ZMW,25.7599,01/10/2023,31/10/2023
Zimbabwe,Dollar,ZWL,447.5530,01/10/2023,31/10/2023
