Country/Territories,Currency,Currency Code,Currency Units per £1,Start date,End date
El Salvador,Colon,SVC,12.2900,01/03/2021,31/03/2021
Equatorial Guinea,CFA Franc,XAF,759.3700,01/03/2021,31/03/2021
Eritrea,Nakfa,ERN,21.0700,01/03/2021,31/03/2021
Ethiopia,Birr,ETB,56.2000,01/03/2021,31/03/2021
Eurozone,Euro,EUR,1.1577,01/03/2021,31/03/2021
Fiji Islands,Dollar,FJD,2.8445,01/03/2021,31/03/2021
Fr. Polynesia,CFP Franc,XPF,138.1400,01/03/2021,31/03/2021
Gabon,CFA Franc,XAF,759.3700,01/03/2021,31/03/2021
Gambia,Dalasi,GMD,71.7300,01/03/2021,31/03/2021
Georgia,Lari,GEL,4.6439,01/03/2021,31/03/2021
Ghana,Cedi,GHS,8.0723,01/03/2021,31/03/2021
Grenada,E Caribbean Dollar,XCD,3.7938,01/03/2021,31/03/2021
Guatemala,Quetzal,GTQ,10.8600,01/03/2021,31/03/2021
Guinea Bissau,CFA Franc,XOF,759.3700,01/03/2021,31/03/2021
Guinea Republic,Franc,GNF,14149.4300,01/03/2021,31/03/2021
Guyana,Dollar,GYD,293.7000,01/03/2021,31/03/2021
Haiti,Gourde,HTG,104.4500,01/03/2021,31/03/2021
Honduras,Lempira,HNL,33.8400,01/03/2021,31/03/2021
Hong Kong,Dollar,HKD,10.8900,01/03/2021,31/03/2021
Hungary,Forint,HUF,415.7200,01/03/2021,31/03/2021
Iceland,Krona,ISK,179.8900,01/03/2021,31/03/2021
India,Rupee,INR,101.8500,01/03/2021,31/03/2021
Indonesia,Rupiah,IDR,19833.0800,01/03/2021,31/03/2021
Iraq,Dinar,IQD,2054.9600,01/03/2021,31/03/2021
Israel,Shekel,ILS,4.5868,01/03/2021,31/03/2021
Jamaica,Dollar,JMD,211.8000,01/03/2021,31/03/2021
Japan,Yen,JPY,147.6400,01/03/2021,31/03/2021
Jordan,Dinar,JOD,0.9962,01/03/2021,31/03/2021
Kazakhstan,Tenge,KZT,585.8300,01/03/2021,31/03/2021
Kenya,Schilling,KES,153.9900,01/03/2021,31/03/2021
Kuwait,Dinar,KWD,0.4250,01/03/2021,31/03/2021
Kyrgyz Republic,Som,KGS,118.7900,01/03/2021,31/03/2021
Lao People's Dem Rep,Kip,LAK,13137.7400,01/03/2021,31/03/2021
Lebanon,Pound,LBP,2132.2400,01/03/2021,31/03/2021
Lesotho,Loti,LSL,20.7000,01/03/2021,31/03/2021
Liberia,Dollar (US),USD,1.4051,01/03/2021,31/03/2021
Libya,Dinar,LYD,6.2668,01/03/2021,31/03/2021
Macao,Pataca,MOP,11.2200,01/03/2021,31/03/2021
Macedonia,Denar,MKD,71.2800,01/03/2021,31/03/2021
Madagascar,Malagasy Ariary,MGA,5290.2200,01/03/2021,31/03/2021
Malawi,Kwacha,MWK,1094.1000,01/03/2021,31/03/2021
Malaysia,Ringgit,MYR,5.6801,01/03/2021,31/03/2021
Maldive Islands,Rufiyaa,MVR,21.6300,01/03/2021,31/03/2021
Mali Republic,CFA Franc,XOF,759.3700,01/03/2021,31/03/2021
Mauritania,Ouguiya,MRU,50.2000,01/03/2021,31/03/2021
Mauritius,Rupee,MUR,55.7800,01/03/2021,31/03/2021
Mexico,Mexican Peso,MXN,29.1400,01/03/2021,31/03/2021
Moldova,Leu,MDL,24.6500,01/03/2021,31/03/2021
Mongolia,Tugrik,MNT,4017.9000,01/03/2021,31/03/2021
Montserrat,E Caribbean Dollar,XCD,3.7938,01/03/2021,31/03/2021
Morocco,Dirham,MAD,12.5100,01/03/2021,31/03/2021
Mozambique,Metical,MZN,105.5200,01/03/2021,31/03/2021
Myanmar,Kyat,MMK,1981.2100,01/03/2021,31/03/2021
Nepal,Rupee,NPR,162.9700,01/03/2021,31/03/2021
New Caledonia,CFP Franc,XPF,138.1400,01/03/2021,31/03/2021
New Zealand,Dollar,NZD,1.9193,01/03/2021,31/03/2021
Nicaragua,Gold Cordoba,NIO,49.0700,01/03/2021,31/03/2021
Niger Republic,CFA Franc,XOF,759.3700,01/03/2021,31/03/2021
Nigeria,Naira,NGN,578.5500,01/03/2021,31/03/2021
Norway,Norwegian Krone,NOK,11.9300,01/03/2021,31/03/2021
Oman,Rial,OMR,0.5410,01/03/2021,31/03/2021
Pakistan,Rupee,PKR,223.4100,01/03/2021,31/03/2021
Panama,Balboa,PAB,1.4051,01/03/2021,31/03/2021
Papua New Guinea,Kina,PGK,4.9663,01/03/2021,31/03/2021
Paraguay,Guarani,PYG,9305.3400,01/03/2021,31/03/2021
Peru,New Sol,PEN,5.1365,01/03/2021,31/03/2021
Philippines,Peso,PHP,68.3800,01/03/2021,31/03/2021
Poland,Zloty,PLN,5.2048,01/03/2021,31/03/2021
Qatar,Riyal,QAR,5.1160,01/03/2021,31/03/2021
Romania,New Leu,RON,5.6445,01/03/2021,31/03/2021
Russia,Rouble,RUB,104.4900,01/03/2021,31/03/2021
Rwanda,Franc,RWF,1380.5100,01/03/2021,31/03/2021
Saotome & Principe,Dobra,STD,28664.2000,01/03/2021,31/03/2021
Saudi Arabia,Riyal,SAR,5.2699,01/03/2021,31/03/2021
Senegal,CFA Franc,XOF,759.3700,01/03/2021,31/03/2021
Serbia,Dinar,RSD,136.0800,01/03/2021,31/03/2021
Seychelles,Rupee,SCR,29.9200,01/03/2021,31/03/2021
Sierra Leone,Leone,SLL,14351.7700,01/03/2021,31/03/2021
Singapore,Dollar,SGD,1.8590,01/03/2021,31/03/2021
Soloman Islands,Dollar,SBD,11.2700,01/03/2021,31/03/2021
Somali Republic,Schilling,SOS,820.5800,01/03/2021,31/03/2021
South Africa,Rand,ZAR,20.7000,01/03/2021,31/03/2021
South Korea,Won,KRW,1560.3000,01/03/2021,31/03/2021
Sri Lanka,Rupee,LKR,271.8800,01/03/2021,31/03/2021
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.7938,01/03/2021,31/03/2021
St Lucia,E Caribbean Dollar,XCD,3.7938,01/03/2021,31/03/2021
St Vincent,E Caribbean Dollar,XCD,3.7938,01/03/2021,31/03/2021
Sudan Republic,Pound,SDG,77.6300,01/03/2021,31/03/2021
Surinam,Dollar,SRD,19.8800,01/03/2021,31/03/2021
Swaziland,Lilangeni,SZL,20.7000,01/03/2021,31/03/2021
Sweden,Krona,SEK,11.6200,01/03/2021,31/03/2021
Switzerland,Franc,CHF,1.2603,01/03/2021,31/03/2021
Taiwan,Dollar,TWD,39.2100,01/03/2021,31/03/2021
Tanzania,Schilling,TZS,3258.4400,01/03/2021,31/03/2021
Thailand,Baht,THB,42.2100,01/03/2021,31/03/2021
Togo Republic,CFA Franc,XOF,759.3700,01/03/2021,31/03/2021
Tonga Islands,Pa'anga (AUS),TOP,1.7778,01/03/2021,31/03/2021
Trinidad/Tobago,Dollar,TTD,9.4952,01/03/2021,31/03/2021
Tunisia,Dinar,TND,3.8101,01/03/2021,31/03/2021
Turkey,Turkish  Lira,TRY,9.9007,01/03/2021,31/03/2021
Turkmenistan,New Manat,TMT,4.9179,01/03/2021,31/03/2021
UAE,Dirham,AED,5.1612,01/03/2021,31/03/2021
USA,Dollar,USD,1.4051,01/03/2021,31/03/2021
Uganda,Schilling,UGX,5156.7400,01/03/2021,31/03/2021
Ukraine,Hryvnia,UAH,39.1800,01/03/2021,31/03/2021
Uruguay,Peso,UYU,60.5200,01/03/2021,31/03/2021
Uzbekistan,Sum,UZS,14823.3700,01/03/2021,31/03/2021
Vanuatu,Vatu,VUV,152.2900,01/03/2021,31/03/2021
Vietnam,Dong,VND,32349.0500,01/03/2021,31/03/2021
Wallis & Futuna Islands,CFP Franc,XPF,138.1400,01/03/2021,31/03/2021
Western Samoa,Tala,WST,3.5172,01/03/2021,31/03/2021
Yemen (Rep of),Rial,YER,354.8400,01/03/2021,31/03/2021
Zambia,Kwacha,ZMW,30.4800,01/03/2021,31/03/2021
Zimbabwe,Dollar,ZWL,508.5000,01/03/2021,31/03/2021
