Country/Territories,Currency,Currency Code,Currency Units per £1,Start date,End date
Mozambique,Metical,MZN,80.0697,01/12/2023,31/12/2023
Myanmar,Kyat,MMK,2631.3552,01/12/2023,31/12/2023
Nepal,Rupee,NPR,167.1966,01/12/2023,31/12/2023
New Caledonia,CFP Franc,XPF,137.2259,01/12/2023,31/12/2023
New Zealand,Dollar,NZD,2.0763,01/12/2023,31/12/2023
Nicaragua,Gold Cordoba,NIO,45.9376,01/12/2023,31/12/2023
Niger Republic,CFA Franc,XOF,754.3199,01/12/2023,31/12/2023
Nigeria,Naira,NGN,1024.4007,01/12/2023,31/12/2023
Norway,Norwegian Krone,NOK,13.4416,01/12/2023,31/12/2023
Oman,Rial,OMR,0.4826,01/12/2023,31/12/2023
Pakistan,Rupee,PKR,357.2990,01/12/2023,31/12/2023
Panama,Balboa,PAB,1.2536,01/12/2023,31/12/2023
Papua New Guinea,Kina,PGK,4.6699,01/12/2023,31/12/2023
Paraguay,Guarani,PYG,9295.7066,01/12/2023,31/12/2023
Peru,New Sol,PEN,4.6892,01/12/2023,31/12/2023
Philippines,Peso,PHP,69.7244,01/12/2023,31/12/2023
Poland,Zloty,PLN,5.0321,01/12/2023,31/12/2023
Qatar,Riyal,QAR,4.5631,01/12/2023,31/12/2023
Romania,New Leu,RON,5.7167,01/12/2023,31/12/2023
Russia,Rouble,RUB,110.5910,01/12/2023,31/12/2023
Rwanda,Franc,RWF,1550.2922,01/12/2023,31/12/2023
Saudi Arabia,Riyal,SAR,4.7010,01/12/2023,31/12/2023
Senegal,CFA Franc,XOF,754.3199,01/12/2023,31/12/2023
Serbia,Dinar,RSD,134.7457,01/12/2023,31/12/2023
Seychelles,Rupee,SCR,17.1067,01/12/2023,31/12/2023
Sierra Leone,Leone,SLE,28.2561,01/12/2023,31/12/2023
Singapore,Dollar,SGD,1.6802,01/12/2023,31/12/2023
Soloman Islands,Dollar,SBD,10.6234,01/12/2023,31/12/2023
Somali Republic,Schilling,SOS,717.5372,01/12/2023,31/12/2023
South Africa,Rand,ZAR,23.4295,01/12/2023,31/12/2023
South Korea,Won,KRW,1630.7669,01/12/2023,31/12/2023
Sri Lanka,Rupee,LKR,411.7330,01/12/2023,31/12/2023
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.3908,01/12/2023,31/12/2023
St Lucia,E Caribbean Dollar,XCD,3.3908,01/12/2023,31/12/2023
St Vincent,E Caribbean Dollar,XCD,3.3908,01/12/2023,31/12/2023
Sudan Republic,Pound,SDG,687.8863,01/12/2023,31/12/2023
Surinam,Dollar,SRD,47.5996,01/12/2023,31/12/2023
Swaziland,Lilangeni,SZL,23.4295,01/12/2023,31/12/2023
Sweden,Krona,SEK,13.1124,01/12/2023,31/12/2023
Switzerland,Franc,CHF,1.1081,01/12/2023,31/12/2023
Taiwan,Dollar,TWD,39.5679,01/12/2023,31/12/2023
Tanzania,Schilling,TZS,3138.1644,01/12/2023,31/12/2023
Thailand,Baht,THB,44.1094,01/12/2023,31/12/2023
Togo Republic,CFA Franc,XOF,754.3199,01/12/2023,31/12/2023
Tonga Islands,Pa'anga (AUS),TOP,2.9783,01/12/2023,31/12/2023
Trinidad/Tobago,Dollar,TTD,8.5143,01/12/2023,31/12/2023
Tunisia,Dinar,TND,3.8970,01/12/2023,31/12/2023
Turkey,Turkish  Lira,TRY,36.1376,01/12/2023,31/12/2023
Turkmenistan,New Manat,TMT,4.3800,01/12/2023,31/12/2023
UAE,Dirham,AED,4.6039,01/12/2023,31/12/2023
USA,Dollar,USD,1.2536,01/12/2023,31/12/2023
Uganda,Schilling,UGX,4751.3337,01/12/2023,31/12/2023
Ukraine,Hryvnia,UAH,45.2020,01/12/2023,31/12/2023
Uruguay,Peso,UYU,49.7079,01/12/2023,31/12/2023
Uzbekistan,Sum,UZS,15352.2343,01/12/2023,31/12/2023
Vanuatu,Vatu,VUV,150.7982,01/12/2023,31/12/2023
Venezuela,Bolivar Fuerte,VEF,4436482.4883,01/12/2023,31/12/2023
Vietnam,Dong,VND,30513.2288,01/12/2023,31/12/2023
Wallis & Futuna Islands,CFP Franc,XPF,137.2259,01/12/2023,31/12/2023
Western Samoa,Tala,WST,3.4573,01/12/2023,31/12/2023
Yemen (Rep of),Rial,YER,313.7301,01/12/2023,31/12/2023
Zambia,Kwacha,ZMW,29.2450,01/12/2023,31/12/2023
Zimbabwe,Dollar,ZWL,7392.1911,01/12/2023,31/12/2023
