Country/Territories,Currency,Currency Code,Currency Units per £1,Start date,End date
Gabon,CFA Franc,XAF,768.3689,01/05/2024,31/05/2024
Gambia,Dalasi,GMD,84.5909,01/05/2024,31/05/2024
Georgia,Lari,GEL,3.3320,01/05/2024,31/05/2024
Ghana,Cedi,GHS,16.7431,01/05/2024,31/05/2024
Grenada,E Caribbean Dollar,XCD,3.3635,01/05/2024,31/05/2024
Guatemala,Quetzal,GTQ,9.6921,01/05/2024,31/05/2024
Guinea Bissau,CFA Franc,XOF,768.3689,01/05/2024,31/05/2024
Guinea Republic,Franc,GNF,10692.9836,01/05/2024,31/05/2024
Guyana,Dollar,GYD,260.3964,01/05/2024,31/05/2024
Haiti,Gourde,HTG,165.4724,01/05/2024,31/05/2024
Honduras,Lempira,HNL,30.7394,01/05/2024,31/05/2024
Hong Kong,Dollar,HKD,9.7560,01/05/2024,31/05/2024
Hungary,Forint,HUF,460.6554,01/05/2024,31/05/2024
Iceland,Krona,ISK,176.3244,01/05/2024,31/05/2024
India,Rupee,INR,104.2174,01/05/2024,31/05/2024
Indonesia,Rupiah,IDR,20247.6179,01/05/2024,31/05/2024
Iraq,Dinar,IQD,1631.8338,01/05/2024,31/05/2024
Israel,Shekel,ILS,4.6983,01/05/2024,31/05/2024
Jamaica,Dollar,JMD,193.3734,01/05/2024,31/05/2024
Japan,Yen,JPY,192.6387,01/05/2024,31/05/2024
Jordan,Dinar,JOD,0.8832,01/05/2024,31/05/2024
Kazakhstan,Tenge,KZT,558.3812,01/05/2024,31/05/2024
Kenya,Schilling,KES,164.7241,01/05/2024,31/05/2024
Kuwait,Dinar,KWD,0.3840,01/05/2024,31/05/2024
Kyrgyz Republic,Som,KGS,110.8787,01/05/2024,31/05/2024
Lao People's Dem Rep,Kip,LAK,26554.9059,01/05/2024,31/05/2024
Lebanon,Pound,LBP,112728.6803,01/05/2024,31/05/2024
Lesotho,Loti,LSL,23.7373,01/05/2024,31/05/2024
Liberia,Dollar,LRD,240.4678,01/05/2024,31/05/2024
Libya,Dinar,LYD,6.0235,01/05/2024,31/05/2024
Macao,Pataca,MOP,10.0487,01/05/2024,31/05/2024
Macedonia,Denar,MKD,72.1604,01/05/2024,31/05/2024
Madagascar,Malagasy Ariary,MGA,5470.8452,01/05/2024,31/05/2024
Malawi,Kwacha,MWK,2166.0405,01/05/2024,31/05/2024
Malaysia,Ringgit,MYR,5.9688,01/05/2024,31/05/2024
Maldive Islands,Rufiyaa,MVR,19.1851,01/05/2024,31/05/2024
Mali Republic,CFA Franc,XOF,768.3689,01/05/2024,31/05/2024
Mauritania,Ouguiya,MRU,49.2696,01/05/2024,31/05/2024
Mauritius,Rupee,MUR,58.1062,01/05/2024,31/05/2024
Mexico,Mexican Peso,MXN,21.1884,01/05/2024,31/05/2024
Moldova,Leu,MDL,21.9863,01/05/2024,31/05/2024
Mongolia,Tugrik,MNT,4225.0438,01/05/2024,31/05/2024
Montserrat,E Caribbean Dollar,XCD,3.3635,01/05/2024,31/05/2024
Morocco,Dirham,MAD,12.6501,01/05/2024,31/05/2024
Mozambique,Metical,MZN,79.5510,01/05/2024,31/05/2024
Myanmar,Kyat,MMK,2614.2041,01/05/2024,31/05/2024
Nepal,Rupee,NPR,166.8259,01/05/2024,31/05/2024
New Caledonia,CFP Franc,XPF,139.7817,01/05/2024,31/05/2024
New Zealand,Dollar,NZD,2.1085,01/05/2024,31/05/2024
Nicaragua,Gold Cordoba,NIO,45.8374,01/05/2024,31/05/2024
Niger Republic,CFA Franc,XOF,768.3689,01/05/2024,31/05/2024
Nigeria,Naira,NGN,1421.0544,01/05/2024,31/05/2024
Norway,Norwegian Krone,NOK,13.6887,01/05/2024,31/05/2024
Oman,Rial,OMR,0.4796,01/05/2024,31/05/2024
Pakistan,Rupee,PKR,346.6667,01/05/2024,31/05/2024
Panama,Balboa,PAB,1.2457,01/05/2024,31/05/2024
Papua New Guinea,Kina,PGK,4.7296,01/05/2024,31/05/2024
Paraguay,Guarani,PYG,9225.4545,01/05/2024,31/05/2024
Peru,New Sol,PEN,4.6871,01/05/2024,31/05/2024
Philippines,Peso,PHP,71.2926,01/05/2024,31/05/2024
Poland,Zloty,PLN,5.0997,01/05/2024,31/05/2024
Qatar,Riyal,QAR,4.5345,01/05/2024,31/05/2024
Romania,New Leu,RON,5.8287,01/05/2024,31/05/2024
Russia,Rouble,RUB,117.1895,01/05/2024,31/05/2024
Rwanda,Franc,RWF,1604.9608,01/05/2024,31/05/2024
Saudi Arabia,Riyal,SAR,4.6716,01/05/2024,31/05/2024
Senegal,CFA Franc,XOF,768.3689,01/05/2024,31/05/2024
Serbia,Dinar,RSD,137.2165,01/05/2024,31/05/2024
Seychelles,Rupee,SCR,16.9714,01/05/2024,31/05/2024
Sierra Leone,Leone,SLE,28.1535,01/05/2024,31/05/2024
Singapore,Dollar,SGD,1.6976,01/05/2024,31/05/2024
Soloman Islands,Dollar,SBD,10.3545,01/05/2024,31/05/2024
Somali Republic,Schilling,SOS,710.7760,01/05/2024,31/05/2024
South Africa,Rand,ZAR,23.7373,01/05/2024,31/05/2024
South Korea,Won,KRW,1725.0050,01/05/2024,31/05/2024
Sri Lanka,Rupee,LKR,375.3971,01/05/2024,31/05/2024
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.3635,01/05/2024,31/05/2024
St Lucia,E Caribbean Dollar,XCD,3.3635,01/05/2024,31/05/2024
St Vincent,E Caribbean Dollar,XCD,3.3635,01/05/2024,31/05/2024
Sudan Republic,Pound,SDG,729.3457,01/05/2024,31/05/2024
Surinam,Dollar,SRD,43.1624,01/05/2024,31/05/2024
Swaziland,Lilangeni,SZL,23.7373,01/05/2024,31/05/2024
Sweden,Krona,SEK,13.6634,01/05/2024,31/05/2024
Switzerland,Franc,CHF,1.1349,01/05/2024,31/05/2024
Taiwan,Dollar,TWD,40.4523,01/05/2024,31/05/2024
Tanzania,Schilling,TZS,3220.2530,01/05/2024,31/05/2024
Thailand,Baht,THB,45.8864,01/05/2024,31/05/2024
Togo Republic,CFA Franc,XOF,768.3689,01/05/2024,31/05/2024
Tonga Islands,Pa'anga (AUS),TOP,2.9867,01/05/2024,31/05/2024
Trinidad/Tobago,Dollar,TTD,8.4542,01/05/2024,31/05/2024
Tunisia,Dinar,TND,3.9332,01/05/2024,31/05/2024
Turkey,Turkish  Lira,TRY,40.5295,01/05/2024,31/05/2024
Turkmenistan,New Manat,TMT,4.3521,01/05/2024,31/05/2024
UAE,Dirham,AED,4.5750,01/05/2024,31/05/2024
USA,Dollar,USD,1.2457,01/05/2024,31/05/2024
Uganda,Schilling,UGX,4751.1450,01/05/2024,31/05/2024
Ukraine,Hryvnia,UAH,49.3578,01/05/2024,31/05/2024
Uruguay,Peso,UYU,48.4238,01/05/2024,31/05/2024
Uzbekistan,Sum,UZS,15784.3145,01/05/2024,31/05/2024
Vanuatu,Vatu,VUV,152.4031,01/05/2024,31/05/2024
Venezuela,Bolivar Fuerte,VEF,4515034.2745,01/05/2024,31/05/2024
Vietnam,Dong,VND,31678.0564,01/05/2024,31/05/2024
Wallis & Futuna Islands,CFP Franc,XPF,139.7817,01/05/2024,31/05/2024
Western Samoa,Tala,WST,3.4788,01/05/2024,31/05/2024
Yemen (Rep of),Rial,YER,311.8727,01/05/2024,31/05/2024
Zambia,Kwacha,ZMW,31.4739,01/05/2024,31/05/2024
Zimbabwe,Dollar,ZWL,38410.8677,01/05/2024,31/05/2024
