Country/Territories,Currency,Currency Code,Currency Units per £1,Start date,End date
Mongolia,Tugrik,MNT,3862.9400,01/05/2021,31/05/2021
Montserrat,E Caribbean Dollar,XCD,3.7610,01/05/2021,31/05/2021
Morocco,Dirham,MAD,12.4200,01/05/2021,31/05/2021
Mozambique,Metical,MZN,77.3700,01/05/2021,31/05/2021
Myanmar,Kyat,MMK,1964.1100,01/05/2021,31/05/2021
Nepal,Rupee,NPR,166.9000,01/05/2021,31/05/2021
New Caledonia,CFP Franc,XPF,138.1900,01/05/2021,31/05/2021
New Zealand,Dollar,NZD,1.9318,01/05/2021,31/05/2021
Nicaragua,Gold Cordoba,NIO,48.8000,01/05/2021,31/05/2021
Niger Republic,CFA Franc,XOF,759.6200,01/05/2021,31/05/2021
Nigeria,Naira,NGN,569.3600,01/05/2021,31/05/2021
Norway,Norwegian Krone,NOK,11.6200,01/05/2021,31/05/2021
Oman,Rial,OMR,0.5363,01/05/2021,31/05/2021
Pakistan,Rupee,PKR,213.0500,01/05/2021,31/05/2021
Panama,Balboa,PAB,1.3930,01/05/2021,31/05/2021
Papua New Guinea,Kina,PGK,4.8927,01/05/2021,31/05/2021
Paraguay,Guarani,PYG,8985.5900,01/05/2021,31/05/2021
Peru,New Sol,PEN,5.1563,01/05/2021,31/05/2021
Philippines,Peso,PHP,67.4700,01/05/2021,31/05/2021
Poland,Zloty,PLN,5.2778,01/05/2021,31/05/2021
Qatar,Riyal,QAR,5.0717,01/05/2021,31/05/2021
Romania,New Leu,RON,5.7039,01/05/2021,31/05/2021
Russia,Rouble,RUB,106.6700,01/05/2021,31/05/2021
Rwanda,Franc,RWF,1378.7100,01/05/2021,31/05/2021
Saotome & Principe,Dobra,STD,28625.2000,01/05/2021,31/05/2021
Saudi Arabia,Riyal,SAR,5.2238,01/05/2021,31/05/2021
Senegal,CFA Franc,XOF,759.6200,01/05/2021,31/05/2021
Serbia,Dinar,RSD,136.1100,01/05/2021,31/05/2021
Seychelles,Rupee,SCR,21.7300,01/05/2021,31/05/2021
Sierra Leone,Leone,SLL,14215.0800,01/05/2021,31/05/2021
Singapore,Dollar,SGD,1.8504,01/05/2021,31/05/2021
Soloman Islands,Dollar,SBD,11.1000,01/05/2021,31/05/2021
Somali Republic,Schilling,SOS,816.2600,01/05/2021,31/05/2021
South Africa,Rand,ZAR,19.8300,01/05/2021,31/05/2021
South Korea,Won,KRW,1558.0800,01/05/2021,31/05/2021
Sri Lanka,Rupee,LKR,267.4400,01/05/2021,31/05/2021
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.7610,01/05/2021,31/05/2021
St Lucia,E Caribbean Dollar,XCD,3.7610,01/05/2021,31/05/2021
St Vincent,E Caribbean Dollar,XCD,3.7610,01/05/2021,31/05/2021
Sudan Republic,Pound,SDG,531.4100,01/05/2021,31/05/2021
Surinam,Dollar,SRD,19.7100,01/05/2021,31/05/2021
Swaziland,Lilangeni,SZL,19.8300,01/05/2021,31/05/2021
Sweden,Krona,SEK,11.7200,01/05/2021,31/05/2021
Switzerland,Franc,CHF,1.2781,01/05/2021,31/05/2021
Taiwan,Dollar,TWD,39.1900,01/05/2021,31/05/2021
Tanzania,Schilling,TZS,3230.2500,01/05/2021,31/05/2021
Thailand,Baht,THB,43.6600,01/05/2021,31/05/2021
Togo Republic,CFA Franc,XOF,759.6200,01/05/2021,31/05/2021
Tonga Islands,Pa'anga (AUS),TOP,1.7972,01/05/2021,31/05/2021
Trinidad/Tobago,Dollar,TTD,9.4202,01/05/2021,31/05/2021
Tunisia,Dinar,TND,3.8396,01/05/2021,31/05/2021
Turkey,Turkish  Lira,TRY,11.3900,01/05/2021,31/05/2021
Turkmenistan,New Manat,TMT,4.8893,01/05/2021,31/05/2021
UAE,Dirham,AED,5.1165,01/05/2021,31/05/2021
USA,Dollar,USD,1.3930,01/05/2021,31/05/2021
Uganda,Schilling,UGX,5032.7300,01/05/2021,31/05/2021
Ukraine,Hryvnia,UAH,39.1400,01/05/2021,31/05/2021
Uruguay,Peso,UYU,61.5400,01/05/2021,31/05/2021
Uzbekistan,Sum,UZS,14698.4400,01/05/2021,31/05/2021
Vanuatu,Vatu,VUV,151.5800,01/05/2021,31/05/2021
Vietnam,Dong,VND,32142.4500,01/05/2021,31/05/2021
Wallis & Futuna Islands,CFP Franc,XPF,138.1900,01/05/2021,31/05/2021
Western Samoa,Tala,WST,3.5153,01/05/2021,31/05/2021
Yemen (Rep of),Rial,YER,351.1700,01/05/2021,31/05/2021
Zambia,Kwacha,ZMW,30.9800,01/05/2021,31/05/2021
Zimbabwe,Dollar,ZWL,504.1000,01/05/2021,31/05/2021
