Country/Territories,Currency,Currency Code,Currency Units per £1,Start date,End date
Comoros,Franc,KMF,574.7104,01/03/2024,31/03/2024
Congo (Brazaville),CFA Franc,XAF,766.2805,01/03/2024,31/03/2024
Congo (DemRep),Congo Fr,CDF,3494.2655,01/03/2024,31/03/2024
Costa Rica,Colon,CRC,648.6513,01/03/2024,31/03/2024
Cote d'Ivoire,CFA Franc,XOF,766.2805,01/03/2024,31/03/2024
Cuba,Peso,CUP,30.2386,01/03/2024,31/03/2024
Czech Republic,Koruna,CZK,29.6576,01/03/2024,31/03/2024
Denmark,Krone,DKK,8.7079,01/03/2024,31/03/2024
Djibouti,Franc,DJF,224.4970,01/03/2024,31/03/2024
Dominica,E Caribbean Dollar,XCD,3.4088,01/03/2024,31/03/2024
Dominican Republic,Peso,DOP,73.8621,01/03/2024,31/03/2024
Dubai,Dirham,AED,4.6327,01/03/2024,31/03/2024
Egypt,Pound,EGP,39.0307,01/03/2024,31/03/2024
El Salvador,Colon,SVC,11.0377,01/03/2024,31/03/2024
Equatorial Guinea,CFA Franc,XAF,766.2805,01/03/2024,31/03/2024
Eritrea,Nakfa,ERN,18.9217,01/03/2024,31/03/2024
Ethiopia,Birr,ETB,71.4589,01/03/2024,31/03/2024
Eurozone,Euro,EUR,1.1682,01/03/2024,31/03/2024
Fiji Islands,Dollar,FJD,2.8535,01/03/2024,31/03/2024
Fr. Polynesia,CFP Franc,XPF,139.4018,01/03/2024,31/03/2024
Gabon,CFA Franc,XAF,766.2805,01/03/2024,31/03/2024
Gambia,Dalasi,GMD,85.4233,01/03/2024,31/03/2024
Georgia,Lari,GEL,3.3424,01/03/2024,31/03/2024
Ghana,Cedi,GHS,15.7833,01/03/2024,31/03/2024
Grenada,E Caribbean Dollar,XCD,3.4088,01/03/2024,31/03/2024
Guatemala,Quetzal,GTQ,9.8375,01/03/2024,31/03/2024
Guinea Bissau,CFA Franc,XOF,766.2805,01/03/2024,31/03/2024
Guinea Republic,Franc,GNF,10808.7720,01/03/2024,31/03/2024
Guyana,Dollar,GYD,263.4359,01/03/2024,31/03/2024
Haiti,Gourde,HTG,167.1876,01/03/2024,31/03/2024
Honduras,Lempira,HNL,31.1011,01/03/2024,31/03/2024
Hong Kong,Dollar,HKD,9.8667,01/03/2024,31/03/2024
Hungary,Forint,HUF,453.1681,01/03/2024,31/03/2024
Iceland,Krona,ISK,173.2519,01/03/2024,31/03/2024
India,Rupee,INR,104.6369,01/03/2024,31/03/2024
Indonesia,Rupiah,IDR,19726.1100,01/03/2024,31/03/2024
Iraq,Dinar,IQD,1650.4353,01/03/2024,31/03/2024
Israel,Shekel,ILS,4.6410,01/03/2024,31/03/2024
Jamaica,Dollar,JMD,197.3766,01/03/2024,31/03/2024
Japan,Yen,JPY,189.3119,01/03/2024,31/03/2024
Jordan,Dinar,JOD,0.8944,01/03/2024,31/03/2024
Kazakhstan,Tenge,KZT,568.3821,01/03/2024,31/03/2024
Kenya,Schilling,KES,183.5712,01/03/2024,31/03/2024
Kuwait,Dinar,KWD,0.3882,01/03/2024,31/03/2024
Kyrgyz Republic,Som,KGS,112.8099,01/03/2024,31/03/2024
Lao People's Dem Rep,Kip,LAK,26236.5767,01/03/2024,31/03/2024
Lebanon,Pound,LBP,18921.2352,01/03/2024,31/03/2024
Lesotho,Loti,LSL,23.8639,01/03/2024,31/03/2024
Liberia,Dollar,LRD,241.2722,01/03/2024,31/03/2024
Libya,Dinar,LYD,6.1007,01/03/2024,31/03/2024
Macao,Pataca,MOP,10.1627,01/03/2024,31/03/2024
Macedonia,Denar,MKD,71.9857,01/03/2024,31/03/2024
Madagascar,Malagasy Ariary,MGA,5725.0752,01/03/2024,31/03/2024
Malawi,Kwacha,MWK,2120.9393,01/03/2024,31/03/2024
Malaysia,Ringgit,MYR,6.0475,01/03/2024,31/03/2024
Maldive Islands,Rufiyaa,MVR,19.4400,01/03/2024,31/03/2024
Mali Republic,CFA Franc,XOF,766.2805,01/03/2024,31/03/2024
Mauritania,Ouguiya,MRU,50.0616,01/03/2024,31/03/2024
Mauritius,Rupee,MUR,58.0333,01/03/2024,31/03/2024
Mexico,Mexican Peso,MXN,21.5151,01/03/2024,31/03/2024
Moldova,Leu,MDL,22.5596,01/03/2024,31/03/2024
Mongolia,Tugrik,MNT,4293.1324,01/03/2024,31/03/2024
Montserrat,E Caribbean Dollar,XCD,3.4088,01/03/2024,31/03/2024
Morocco,Dirham,MAD,12.7248,01/03/2024,31/03/2024
Mozambique,Metical,MZN,80.5497,01/03/2024,31/03/2024
Myanmar,Kyat,MMK,2646.0834,01/03/2024,31/03/2024
Nepal,Rupee,NPR,167.4975,01/03/2024,31/03/2024
New Caledonia,CFP Franc,XPF,139.4018,01/03/2024,31/03/2024
New Zealand,Dollar,NZD,2.0402,01/03/2024,31/03/2024
Nicaragua,Gold Cordoba,NIO,46.3527,01/03/2024,31/03/2024
Niger Republic,CFA Franc,XOF,766.2805,01/03/2024,31/03/2024
Nigeria,Naira,NGN,2011.5792,01/03/2024,31/03/2024
Norway,Norwegian Krone,NOK,13.2278,01/03/2024,31/03/2024
Oman,Rial,OMR,0.4857,01/03/2024,31/03/2024
Pakistan,Rupee,PKR,352.6072,01/03/2024,31/03/2024
Panama,Balboa,PAB,1.2614,01/03/2024,31/03/2024
Papua New Guinea,Kina,PGK,4.7509,01/03/2024,31/03/2024
Paraguay,Guarani,PYG,9201.8160,01/03/2024,31/03/2024
Peru,New Sol,PEN,4.7731,01/03/2024,31/03/2024
Philippines,Peso,PHP,70.5776,01/03/2024,31/03/2024
Poland,Zloty,PLN,5.0385,01/03/2024,31/03/2024
Qatar,Riyal,QAR,4.5917,01/03/2024,31/03/2024
Romania,New Leu,RON,5.8133,01/03/2024,31/03/2024
Russia,Rouble,RUB,116.3131,01/03/2024,31/03/2024
Rwanda,Franc,RWF,1605.8100,01/03/2024,31/03/2024
Saudi Arabia,Riyal,SAR,4.7304,01/03/2024,31/03/2024
Senegal,CFA Franc,XOF,766.2805,01/03/2024,31/03/2024
Serbia,Dinar,RSD,136.9006,01/03/2024,31/03/2024
Seychelles,Rupee,SCR,17.3801,01/03/2024,31/03/2024
Sierra Leone,Leone,SLE,28.7501,01/03/2024,31/03/2024
Singapore,Dollar,SGD,1.6959,01/03/2024,31/03/2024
Soloman Islands,Dollar,SBD,10.4853,01/03/2024,31/03/2024
Somali Republic,Schilling,SOS,720.6312,01/03/2024,31/03/2024
South Africa,Rand,ZAR,23.8639,01/03/2024,31/03/2024
South Korea,Won,KRW,1683.5372,01/03/2024,31/03/2024
Sri Lanka,Rupee,LKR,392.7616,01/03/2024,31/03/2024
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.4088,01/03/2024,31/03/2024
St Lucia,E Caribbean Dollar,XCD,3.4088,01/03/2024,31/03/2024
St Vincent,E Caribbean Dollar,XCD,3.4088,01/03/2024,31/03/2024
Sudan Republic,Pound,SDG,757.7077,01/03/2024,31/03/2024
Surinam,Dollar,SRD,44.8169,01/03/2024,31/03/2024
Swaziland,Lilangeni,SZL,23.8639,01/03/2024,31/03/2024
Sweden,Krona,SEK,13.0950,01/03/2024,31/03/2024
Switzerland,Franc,CHF,1.1104,01/03/2024,31/03/2024
Taiwan,Dollar,TWD,39.7699,01/03/2024,31/03/2024
Tanzania,Schilling,TZS,3202.3171,01/03/2024,31/03/2024
Thailand,Baht,THB,45.2204,01/03/2024,31/03/2024
Togo Republic,CFA Franc,XOF,766.2805,01/03/2024,31/03/2024
Tonga Islands,Pa'anga (AUS),TOP,2.9693,01/03/2024,31/03/2024
Trinidad/Tobago,Dollar,TTD,8.5533,01/03/2024,31/03/2024
Tunisia,Dinar,TND,3.9410,01/03/2024,31/03/2024
Turkey,Turkish  Lira,TRY,39.0863,01/03/2024,31/03/2024
Turkmenistan,New Manat,TMT,4.4107,01/03/2024,31/03/2024
UAE,Dirham,AED,4.6327,01/03/2024,31/03/2024
USA,Dollar,USD,1.2614,01/03/2024,31/03/2024
Uganda,Schilling,UGX,4904.8204,01/03/2024,31/03/2024
Ukraine,Hryvnia,UAH,48.7065,01/03/2024,31/03/2024
Uruguay,Peso,UYU,49.3034,01/03/2024,31/03/2024
Uzbekistan,Sum,UZS,15728.3897,01/03/2024,31/03/2024
Vanuatu,Vatu,VUV,151.4872,01/03/2024,31/03/2024
Venezuela,Bolivar Fuerte,VEF,4570650.1346,01/03/2024,31/03/2024
Vietnam,Dong,VND,30825.7980,01/03/2024,31/03/2024
Wallis & Futuna Islands,CFP Franc,XPF,139.4018,01/03/2024,31/03/2024
Western Samoa,Tala,WST,3.4571,01/03/2024,31/03/2024
Yemen (Rep of),Rial,YER,315.7542,01/03/2024,31/03/2024
Zambia,Kwacha,ZMW,28.7430,01/03/2024,31/03/2024
Zimbabwe,Dollar,ZWL,16576.6675,01/03/2024,31/03/2024
