Country/Territories,Currency,Currency Code,Currency Units per £1,Start date,End date
Croatia,Kuna,HRK,8.9069,01/11/2021,30/11/2021
Cuba,Peso,CUP,1.3815,01/11/2021,30/11/2021
Czech Republic,Koruna,CZK,30.3065,01/11/2021,30/11/2021
Denmark,Krone,DKK,8.8252,01/11/2021,30/11/2021
Djibouti,Franc,DJF,245.5200,01/11/2021,30/11/2021
Dominica,E Caribbean Dollar,XCD,3.7301,01/11/2021,30/11/2021
Dominican Republic,Peso,DOP,77.8800,01/11/2021,30/11/2021
Dubai,Dirham,AED,5.0745,01/11/2021,30/11/2021
Ecuador,Dollar,ECS,1.3815,01/11/2021,30/11/2021
Egypt,Pound,EGP,21.6900,01/11/2021,30/11/2021
El Salvador,Colon,SVC,12.0800,01/11/2021,30/11/2021
Equatorial Guinea,CFA Franc,XAF,778.0200,01/11/2021,30/11/2021
Eritrea,Nakfa,ERN,20.7200,01/11/2021,30/11/2021
Ethiopia,Birr,ETB,65.2600,01/11/2021,30/11/2021
Eurozone,Euro,EUR,1.1861,01/11/2021,30/11/2021
Fiji Islands,Dollar,FJD,2.8646,01/11/2021,30/11/2021
Fr. Polynesia,CFP Franc,XPF,141.5300,01/11/2021,30/11/2021
Gabon,CFA Franc,XAF,778.0200,01/11/2021,30/11/2021
Gambia,Dalasi,GMD,71.8300,01/11/2021,30/11/2021
Georgia,Lari,GEL,4.3379,01/11/2021,30/11/2021
Ghana,Cedi,GHS,8.3477,01/11/2021,30/11/2021
Grenada,E Caribbean Dollar,XCD,3.7301,01/11/2021,30/11/2021
Guatemala,Quetzal,GTQ,10.6700,01/11/2021,30/11/2021
Guinea Bissau,CFA Franc,XOF,778.0200,01/11/2021,30/11/2021
Guinea Republic,Franc,GNF,13371.5500,01/11/2021,30/11/2021
Guyana,Dollar,GYD,289.1600,01/11/2021,30/11/2021
Haiti,Gourde,HTG,135.9000,01/11/2021,30/11/2021
Honduras,Lempira,HNL,33.2900,01/11/2021,30/11/2021
Hong Kong,Dollar,HKD,10.7400,01/11/2021,30/11/2021
Hungary,Forint,HUF,429.5500,01/11/2021,30/11/2021
Iceland,Krona,ISK,177.9100,01/11/2021,30/11/2021
India,Rupee,INR,103.4400,01/11/2021,30/11/2021
Indonesia,Rupiah,IDR,19448.1000,01/11/2021,30/11/2021
Iraq,Dinar,IQD,2016.9900,01/11/2021,30/11/2021
Israel,Shekel,ILS,4.4389,01/11/2021,30/11/2021
Jamaica,Dollar,JMD,208.9200,01/11/2021,30/11/2021
Japan,Yen,JPY,157.9200,01/11/2021,30/11/2021
Jordan,Dinar,JOD,0.9795,01/11/2021,30/11/2021
Kazakhstan,Tenge,KZT,589.2700,01/11/2021,30/11/2021
Kenya,Schilling,KES,153.4100,01/11/2021,30/11/2021
Kuwait,Dinar,KWD,0.4165,01/11/2021,30/11/2021
Kyrgyz Republic,Som,KGS,117.1400,01/11/2021,30/11/2021
Lao People's Dem Rep,Kip,LAK,14011.1900,01/11/2021,30/11/2021
Lebanon,Pound,LBP,2093.1600,01/11/2021,30/11/2021
Lesotho,Loti,LSL,19.9600,01/11/2021,30/11/2021
Liberia,Dollar (US),USD,1.3815,01/11/2021,30/11/2021
Libya,Dinar,LYD,6.2720,01/11/2021,30/11/2021
Macao,Pataca,MOP,11.0600,01/11/2021,30/11/2021
Macedonia,Denar,MKD,73.0400,01/11/2021,30/11/2021
Madagascar,Malagasy Ariary,MGA,5477.6500,01/11/2021,30/11/2021
Malawi,Kwacha,MWK,1128.0100,01/11/2021,30/11/2021
Malaysia,Ringgit,MYR,5.7491,01/11/2021,30/11/2021
Maldive Islands,Rufiyaa,MVR,21.3500,01/11/2021,30/11/2021
Mali Republic,CFA Franc,XOF,778.0200,01/11/2021,30/11/2021
Mauritania,Ouguiya,MRU,59.3100,01/11/2021,30/11/2021
Mauritius,Rupee,MUR,58.8500,01/11/2021,30/11/2021
Mexico,Mexican Peso,MXN,27.8800,01/11/2021,30/11/2021
Moldova,Leu,MDL,24.0600,01/11/2021,30/11/2021
Mongolia,Tugrik,MNT,3942.8000,01/11/2021,30/11/2021
Montserrat,E Caribbean Dollar,XCD,3.7301,01/11/2021,30/11/2021
Morocco,Dirham,MAD,12.5100,01/11/2021,30/11/2021
Mozambique,Metical,MZN,88.1800,01/11/2021,30/11/2021
Myanmar,Kyat,MMK,2597.0700,01/11/2021,30/11/2021
Nepal,Rupee,NPR,165.5000,01/11/2021,30/11/2021
New Caledonia,CFP Franc,XPF,141.5300,01/11/2021,30/11/2021
New Zealand,Dollar,NZD,1.9189,01/11/2021,30/11/2021
Nicaragua,Gold Cordoba,NIO,48.6900,01/11/2021,30/11/2021
Niger Republic,CFA Franc,XOF,778.0200,01/11/2021,30/11/2021
Nigeria,Naira,NGN,571.5900,01/11/2021,30/11/2021
Norway,Norwegian Krone,NOK,11.5400,01/11/2021,30/11/2021
Oman,Rial,OMR,0.5319,01/11/2021,30/11/2021
Pakistan,Rupee,PKR,239.3400,01/11/2021,30/11/2021
Panama,Balboa,PAB,1.3815,01/11/2021,30/11/2021
Papua New Guinea,Kina,PGK,4.8418,01/11/2021,30/11/2021
Paraguay,Guarani,PYG,9560.4600,01/11/2021,30/11/2021
Peru,New Sol,PEN,5.4445,01/11/2021,30/11/2021
Philippines,Peso,PHP,70.1665,01/11/2021,30/11/2021
Poland,Zloty,PLN,5.4405,01/11/2021,30/11/2021
Qatar,Riyal,QAR,5.0315,01/11/2021,30/11/2021
Romania,New Leu,RON,5.8665,01/11/2021,30/11/2021
Russia,Rouble,RUB,97.9300,01/11/2021,30/11/2021
Rwanda,Franc,RWF,1394.4900,01/11/2021,30/11/2021
Saotome & Principe,Dobra,STD,29247.7000,01/11/2021,30/11/2021
Saudi Arabia,Riyal,SAR,5.1819,01/11/2021,30/11/2021
Senegal,CFA Franc,XOF,778.0200,01/11/2021,30/11/2021
Serbia,Dinar,RSD,139.4300,01/11/2021,30/11/2021
Seychelles,Rupee,SCR,20.2600,01/11/2021,30/11/2021
Sierra Leone,Leone,SLL,14660.4900,01/11/2021,30/11/2021
Singapore,Dollar,SGD,1.8557,01/11/2021,30/11/2021
Soloman Islands,Dollar,SBD,11.1200,01/11/2021,30/11/2021
Somali Republic,Schilling,SOS,809.5600,01/11/2021,30/11/2021
South Africa,Rand,ZAR,19.9600,01/11/2021,30/11/2021
South Korea,Won,KRW,1622.2200,01/11/2021,30/11/2021
Sri Lanka,Rupee,LKR,276.9800,01/11/2021,30/11/2021
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.7301,01/11/2021,30/11/2021
St Lucia,E Caribbean Dollar,XCD,3.7301,01/11/2021,30/11/2021
St Vincent,E Caribbean Dollar,XCD,3.7301,01/11/2021,30/11/2021
Sudan Republic,Pound,SDG,607.1700,01/11/2021,30/11/2021
Surinam,Dollar,SRD,29.5500,01/11/2021,30/11/2021
Swaziland,Lilangeni,SZL,19.9600,01/11/2021,30/11/2021
Sweden,Krona,SEK,11.8600,01/11/2021,30/11/2021
Switzerland,Franc,CHF,1.2706,01/11/2021,30/11/2021
Taiwan,Dollar,TWD,38.5500,01/11/2021,30/11/2021
Tanzania,Schilling,TZS,3187.1200,01/11/2021,30/11/2021
Thailand,Baht,THB,46.0662,01/11/2021,30/11/2021
Togo Republic,CFA Franc,XOF,778.0200,01/11/2021,30/11/2021
Tonga Islands,Pa'anga (AUS),TOP,1.8394,01/11/2021,30/11/2021
Trinidad/Tobago,Dollar,TTD,9.3441,01/11/2021,30/11/2021
Tunisia,Dinar,TND,3.8887,01/11/2021,30/11/2021
Turkey,Turkish  Lira,TRY,12.7700,01/11/2021,30/11/2021
Turkmenistan,New Manat,TMT,4.8422,01/11/2021,30/11/2021
UAE,Dirham,AED,5.0745,01/11/2021,30/11/2021
USA,Dollar,USD,1.3815,01/11/2021,30/11/2021
Uganda,Schilling,UGX,4980.3100,01/11/2021,30/11/2021
Ukraine,Hryvnia,UAH,36.1800,01/11/2021,30/11/2021
Uruguay,Peso,UYU,60.5300,01/11/2021,30/11/2021
Uzbekistan,Sum,UZS,14757.2200,01/11/2021,30/11/2021
Vanuatu,Vatu,VUV,153.9000,01/11/2021,30/11/2021
Vietnam,Dong,VND,31437.5400,01/11/2021,30/11/2021
Wallis & Futuna Islands,CFP Franc,XPF,141.5300,01/11/2021,30/11/2021
Western Samoa,Tala,WST,3.5197,01/11/2021,30/11/2021
Yemen (Rep of),Rial,YER,345.7200,01/11/2021,30/11/2021
Zambia,Kwacha,ZMW,23.5600,01/11/2021,30/11/2021
Zimbabwe,Dollar,ZWL,499.9600,01/11/2021,30/11/2021
