Country/Territories,Currency,Currency Code,Currency Units per £1,Start date,End date
Grenada,E Caribbean Dollar,XCD,3.4793,01/08/2023,31/08/2023
Guatemala,Quetzal,GTQ,10.1108,01/08/2023,31/08/2023
Guinea Bissau,CFA Franc,XOF,755.3342,01/08/2023,31/08/2023
Guinea Republic,Franc,GNF,11146.7684,01/08/2023,31/08/2023
Guyana,Dollar,GYD,270.3274,01/08/2023,31/08/2023
Haiti,Gourde,HTG,176.5442,01/08/2023,31/08/2023
Honduras,Lempira,HNL,31.8424,01/08/2023,31/08/2023
Hong Kong,Dollar,HKD,10.0627,01/08/2023,31/08/2023
Hungary,Forint,HUF,433.7699,01/08/2023,31/08/2023
Iceland,Krona,ISK,168.6963,01/08/2023,31/08/2023
India,Rupee,INR,105.7912,01/08/2023,31/08/2023
Indonesia,Rupiah,IDR,19323.2234,01/08/2023,31/08/2023
Iraq,Dinar,IQD,1688.1226,01/08/2023,31/08/2023
Israel,Shekel,ILS,4.6258,01/08/2023,31/08/2023
Jamaica,Dollar,JMD,199.0430,01/08/2023,31/08/2023
Japan,Yen,JPY,179.9010,01/08/2023,31/08/2023
Jordan,Dinar,JOD,0.9132,01/08/2023,31/08/2023
Kazakhstan,Tenge,KZT,571.9643,01/08/2023,31/08/2023
Kenya,Schilling,KES,182.6652,01/08/2023,31/08/2023
Kuwait,Dinar,KWD,0.3952,01/08/2023,31/08/2023
Kyrgyz Republic,Som,KGS,113.2331,01/08/2023,31/08/2023
Lao People's Dem Rep,Kip,LAK,24613.0849,01/08/2023,31/08/2023
Lebanon,Pound,LBP,19368.0215,01/08/2023,31/08/2023
Lesotho,Loti,LSL,23.1199,01/08/2023,31/08/2023
Liberia,Dollar (US),USD,1.2886,01/08/2023,31/08/2023
Libya,Dinar,LYD,6.0953,01/08/2023,31/08/2023
Macao,Pataca,MOP,10.3646,01/08/2023,31/08/2023
Macedonia,Denar,MKD,70.8754,01/08/2023,31/08/2023
Madagascar,Malagasy Ariary,MGA,5766.6801,01/08/2023,31/08/2023
Malawi,Kwacha,MWK,1357.4955,01/08/2023,31/08/2023
Malaysia,Ringgit,MYR,5.8537,01/08/2023,31/08/2023
Maldive Islands,Rufiyaa,MVR,19.8451,01/08/2023,31/08/2023
Mali Republic,CFA Franc,XOF,755.3342,01/08/2023,31/08/2023
Mauritania,Ouguiya,MRU,46.0432,01/08/2023,31/08/2023
Mauritius,Rupee,MUR,58.2467,01/08/2023,31/08/2023
Mexico,Mexican Peso,MXN,21.6067,01/08/2023,31/08/2023
Moldova,Leu,MDL,22.6536,01/08/2023,31/08/2023
Mongolia,Tugrik,MNT,4444.5314,01/08/2023,31/08/2023
Montserrat,E Caribbean Dollar,XCD,3.4793,01/08/2023,31/08/2023
Morocco,Dirham,MAD,12.5406,01/08/2023,31/08/2023
Mozambique,Metical,MZN,82.3443,01/08/2023,31/08/2023
Myanmar,Kyat,MMK,2706.8121,01/08/2023,31/08/2023
Nepal,Rupee,NPR,169.2659,01/08/2023,31/08/2023
New Caledonia,CFP Franc,XPF,137.4104,01/08/2023,31/08/2023
New Zealand,Dollar,NZD,2.0650,01/08/2023,31/08/2023
Nicaragua,Gold Cordoba,NIO,47.0741,01/08/2023,31/08/2023
Niger Republic,CFA Franc,XOF,755.3342,01/08/2023,31/08/2023
Nigeria,Naira,NGN,1020.1931,01/08/2023,31/08/2023
Norway,Norwegian Krone,NOK,12.9284,01/08/2023,31/08/2023
Oman,Rial,OMR,0.4961,01/08/2023,31/08/2023
Pakistan,Rupee,PKR,365.8136,01/08/2023,31/08/2023
Panama,Balboa,PAB,1.2886,01/08/2023,31/08/2023
Papua New Guinea,Kina,PGK,4.6089,01/08/2023,31/08/2023
Paraguay,Guarani,PYG,9372.6158,01/08/2023,31/08/2023
Peru,New Sol,PEN,4.6046,01/08/2023,31/08/2023
Philippines,Peso,PHP,70.2530,01/08/2023,31/08/2023
Poland,Zloty,PLN,5.1149,01/08/2023,31/08/2023
Qatar,Riyal,QAR,4.6907,01/08/2023,31/08/2023
Romania,New Leu,RON,5.6890,01/08/2023,31/08/2023
Russia,Rouble,RUB,117.9109,01/08/2023,31/08/2023
Rwanda,Franc,RWF,1507.7126,01/08/2023,31/08/2023
Saotome & Principe,Dobra,STD,28414.6000,01/08/2023,31/08/2023
Saudi Arabia,Riyal,SAR,4.8340,01/08/2023,31/08/2023
Senegal,CFA Franc,XOF,755.3342,01/08/2023,31/08/2023
Serbia,Dinar,RSD,134.9467,01/08/2023,31/08/2023
Seychelles,Rupee,SCR,18.1626,01/08/2023,31/08/2023
Sierra Leone,Leone,SLE,26.2640,01/08/2023,31/08/2023
Singapore,Dollar,SGD,1.7090,01/08/2023,31/08/2023
Soloman Islands,Dollar,SBD,10.7746,01/08/2023,31/08/2023
Somali Republic,Schilling,SOS,733.8823,01/08/2023,31/08/2023
South Africa,Rand,ZAR,23.1199,01/08/2023,31/08/2023
South Korea,Won,KRW,1630.8425,01/08/2023,31/08/2023
Sri Lanka,Rupee,LKR,417.3529,01/08/2023,31/08/2023
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.4793,01/08/2023,31/08/2023
St Lucia,E Caribbean Dollar,XCD,3.4793,01/08/2023,31/08/2023
St Vincent,E Caribbean Dollar,XCD,3.4793,01/08/2023,31/08/2023
Sudan Republic,Pound,SDG,773.8302,01/08/2023,31/08/2023
Surinam,Dollar,SRD,49.5599,01/08/2023,31/08/2023
Swaziland,Lilangeni,SZL,23.1199,01/08/2023,31/08/2023
Sweden,Krona,SEK,13.2359,01/08/2023,31/08/2023
Switzerland,Franc,CHF,1.1077,01/08/2023,31/08/2023
Taiwan,Dollar,TWD,40.0472,01/08/2023,31/08/2023
Tanzania,Schilling,TZS,3150.7326,01/08/2023,31/08/2023
Thailand,Baht,THB,43.8654,01/08/2023,31/08/2023
Togo Republic,CFA Franc,XOF,755.3342,01/08/2023,31/08/2023
Tonga Islands,Pa'anga (AUS),TOP,1.9070,01/08/2023,31/08/2023
Trinidad/Tobago,Dollar,TTD,8.6852,01/08/2023,31/08/2023
Tunisia,Dinar,TND,3.9235,01/08/2023,31/08/2023
Turkey,Turkish  Lira,TRY,34.6429,01/08/2023,31/08/2023
Turkmenistan,New Manat,TMT,4.5103,01/08/2023,31/08/2023
UAE,Dirham,AED,4.7333,01/08/2023,31/08/2023
USA,Dollar,USD,1.2886,01/08/2023,31/08/2023
Uganda,Schilling,UGX,4722.8780,01/08/2023,31/08/2023
Ukraine,Hryvnia,UAH,47.3595,01/08/2023,31/08/2023
Uruguay,Peso,UYU,48.9788,01/08/2023,31/08/2023
Uzbekistan,Sum,UZS,14948.4205,01/08/2023,31/08/2023
Vanuatu,Vatu,VUV,151.3834,01/08/2023,31/08/2023
Vietnam,Dong,VND,30455.2141,01/08/2023,31/08/2023
Wallis & Futuna Islands,CFP Franc,XPF,137.4104,01/08/2023,31/08/2023
Western Samoa,Tala,WST,3.4885,01/08/2023,31/08/2023
Yemen (Rep of),Rial,YER,322.6118,01/08/2023,31/08/2023
Zambia,Kwacha,ZMW,24.5860,01/08/2023,31/08/2023
Zimbabwe,Dollar,ZWL,466.3600,01/08/2023,31/08/2023
