Country/Territories,Currency,Currency Code,Currency Units per £1,Start date,End date
Cote d'Ivoire,CFA Franc,XOF,762.3617,01/07/2023,31/07/2023
Cuba,Peso,CUP,30.5632,01/07/2023,31/07/2023
Czech Republic,Koruna,CZK,27.5845,01/07/2023,31/07/2023
Denmark,Krone,DKK,8.6568,01/07/2023,31/07/2023
Djibouti,Franc,DJF,226.6687,01/07/2023,31/07/2023
Dominica,E Caribbean Dollar,XCD,3.4377,01/07/2023,31/07/2023
Dominican Republic,Peso,DOP,69.7079,01/07/2023,31/07/2023
Dubai,Dirham,AED,4.6766,01/07/2023,31/07/2023
Ecuador,Dollar,ECS,1.2732,01/07/2023,31/07/2023
Egypt,Pound,EGP,39.3454,01/07/2023,31/07/2023
El Salvador,Colon,SVC,11.1399,01/07/2023,31/07/2023
Equatorial Guinea,CFA Franc,XAF,762.3617,01/07/2023,31/07/2023
Eritrea,Nakfa,ERN,19.0898,01/07/2023,31/07/2023
Ethiopia,Birr,ETB,69.7310,01/07/2023,31/07/2023
Eurozone,Euro,EUR,1.1622,01/07/2023,31/07/2023
Fiji Islands,Dollar,FJD,2.8434,01/07/2023,31/07/2023
Fr. Polynesia,CFP Franc,XPF,138.6888,01/07/2023,31/07/2023
Gabon,CFA Franc,XAF,762.3617,01/07/2023,31/07/2023
Gambia,Dalasi,GMD,75.8193,01/07/2023,31/07/2023
Georgia,Lari,GEL,3.3358,01/07/2023,31/07/2023
Ghana,Cedi,GHS,14.3872,01/07/2023,31/07/2023
Grenada,E Caribbean Dollar,XCD,3.4377,01/07/2023,31/07/2023
Guatemala,Quetzal,GTQ,9.9790,01/07/2023,31/07/2023
Guinea Bissau,CFA Franc,XOF,762.3617,01/07/2023,31/07/2023
Guinea Republic,Franc,GNF,11019.5873,01/07/2023,31/07/2023
Guyana,Dollar,GYD,269.2562,01/07/2023,31/07/2023
Haiti,Gourde,HTG,176.1978,01/07/2023,31/07/2023
Honduras,Lempira,HNL,31.4609,01/07/2023,31/07/2023
Hong Kong,Dollar,HKD,9.9658,01/07/2023,31/07/2023
Hungary,Forint,HUF,429.1936,01/07/2023,31/07/2023
Iceland,Krona,ISK,171.8762,01/07/2023,31/07/2023
India,Rupee,INR,104.4553,01/07/2023,31/07/2023
Indonesia,Rupiah,IDR,19028.0473,01/07/2023,31/07/2023
Iraq,Dinar,IQD,1667.8974,01/07/2023,31/07/2023
Israel,Shekel,ILS,4.6146,01/07/2023,31/07/2023
Jamaica,Dollar,JMD,195.8683,01/07/2023,31/07/2023
Japan,Yen,JPY,180.8396,01/07/2023,31/07/2023
Jordan,Dinar,JOD,0.9040,01/07/2023,31/07/2023
Kazakhstan,Tenge,KZT,571.2294,01/07/2023,31/07/2023
Kenya,Schilling,KES,178.6305,01/07/2023,31/07/2023
Kuwait,Dinar,KWD,0.3912,01/07/2023,31/07/2023
Kyrgyz Republic,Som,KGS,111.1561,01/07/2023,31/07/2023
Lao People's Dem Rep,Kip,LAK,23729.3423,01/07/2023,31/07/2023
Lebanon,Pound,LBP,19110.9217,01/07/2023,31/07/2023
Lesotho,Loti,LSL,23.3728,01/07/2023,31/07/2023
Liberia,Dollar (US),USD,1.2732,01/07/2023,31/07/2023
Libya,Dinar,LYD,6.1177,01/07/2023,31/07/2023
Macao,Pataca,MOP,10.2648,01/07/2023,31/07/2023
Macedonia,Denar,MKD,71.5350,01/07/2023,31/07/2023
Madagascar,Malagasy Ariary,MGA,5729.4212,01/07/2023,31/07/2023
Malawi,Kwacha,MWK,1341.2444,01/07/2023,31/07/2023
Malaysia,Ringgit,MYR,5.9140,01/07/2023,31/07/2023
Maldive Islands,Rufiyaa,MVR,19.5500,01/07/2023,31/07/2023
Mali Republic,CFA Franc,XOF,762.3617,01/07/2023,31/07/2023
Mauritania,Ouguiya,MRU,45.4915,01/07/2023,31/07/2023
Mauritius,Rupee,MUR,57.8671,01/07/2023,31/07/2023
Mexico,Mexican Peso,MXN,21.8666,01/07/2023,31/07/2023
Moldova,Leu,MDL,22.8718,01/07/2023,31/07/2023
Mongolia,Tugrik,MNT,4405.2883,01/07/2023,31/07/2023
Montserrat,E Caribbean Dollar,XCD,3.4377,01/07/2023,31/07/2023
Morocco,Dirham,MAD,12.6981,01/07/2023,31/07/2023
Mozambique,Metical,MZN,81.3577,01/07/2023,31/07/2023
Myanmar,Kyat,MMK,2673.5013,01/07/2023,31/07/2023
Nepal,Rupee,NPR,167.1284,01/07/2023,31/07/2023
New Caledonia,CFP Franc,XPF,138.6888,01/07/2023,31/07/2023
New Zealand,Dollar,NZD,2.0575,01/07/2023,31/07/2023
Nicaragua,Gold Cordoba,NIO,46.5356,01/07/2023,31/07/2023
Niger Republic,CFA Franc,XOF,762.3617,01/07/2023,31/07/2023
Nigeria,Naira,NGN,879.1475,01/07/2023,31/07/2023
Norway,Norwegian Krone,NOK,13.6078,01/07/2023,31/07/2023
Oman,Rial,OMR,0.4902,01/07/2023,31/07/2023
Pakistan,Rupee,PKR,366.0144,01/07/2023,31/07/2023
Panama,Balboa,PAB,1.2732,01/07/2023,31/07/2023
Papua New Guinea,Kina,PGK,4.5348,01/07/2023,31/07/2023
Paraguay,Guarani,PYG,9263.8483,01/07/2023,31/07/2023
Peru,New Sol,PEN,4.6357,01/07/2023,31/07/2023
Philippines,Peso,PHP,70.8500,01/07/2023,31/07/2023
Poland,Zloty,PLN,5.1556,01/07/2023,31/07/2023
Qatar,Riyal,QAR,4.6345,01/07/2023,31/07/2023
Romania,New Leu,RON,5.7672,01/07/2023,31/07/2023
Russia,Rouble,RUB,107.0128,01/07/2023,31/07/2023
Rwanda,Franc,RWF,1464.1848,01/07/2023,31/07/2023
Saotome & Principe,Dobra,STD,29029.1000,01/07/2023,31/07/2023
Saudi Arabia,Riyal,SAR,4.7764,01/07/2023,31/07/2023
Senegal,CFA Franc,XOF,762.3617,01/07/2023,31/07/2023
Serbia,Dinar,RSD,136.3220,01/07/2023,31/07/2023
Seychelles,Rupee,SCR,17.7208,01/07/2023,31/07/2023
Sierra Leone,Leone,SLE,23.4057,01/07/2023,31/07/2023
Singapore,Dollar,SGD,1.7091,01/07/2023,31/07/2023
Soloman Islands,Dollar,SBD,10.6322,01/07/2023,31/07/2023
Somali Republic,Schilling,SOS,723.8166,01/07/2023,31/07/2023
South Africa,Rand,ZAR,23.3728,01/07/2023,31/07/2023
South Korea,Won,KRW,1644.4069,01/07/2023,31/07/2023
Sri Lanka,Rupee,LKR,390.6954,01/07/2023,31/07/2023
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.4377,01/07/2023,31/07/2023
St Lucia,E Caribbean Dollar,XCD,3.4377,01/07/2023,31/07/2023
St Vincent,E Caribbean Dollar,XCD,3.4377,01/07/2023,31/07/2023
Sudan Republic,Pound,SDG,765.8323,01/07/2023,31/07/2023
Surinam,Dollar,SRD,48.5091,01/07/2023,31/07/2023
Swaziland,Lilangeni,SZL,23.3728,01/07/2023,31/07/2023
Sweden,Krona,SEK,13.6240,01/07/2023,31/07/2023
Switzerland,Franc,CHF,1.1396,01/07/2023,31/07/2023
Taiwan,Dollar,TWD,39.4171,01/07/2023,31/07/2023
Tanzania,Schilling,TZS,3049.3243,01/07/2023,31/07/2023
Thailand,Baht,THB,44.3680,01/07/2023,31/07/2023
Togo Republic,CFA Franc,XOF,762.3617,01/07/2023,31/07/2023
Tonga Islands,Pa'anga (AUS),TOP,1.8804,01/07/2023,31/07/2023
Trinidad/Tobago,Dollar,TTD,8.5712,01/07/2023,31/07/2023
Tunisia,Dinar,TND,3.9136,01/07/2023,31/07/2023
Turkey,Turkish  Lira,TRY,29.9801,01/07/2023,31/07/2023
Turkmenistan,New Manat,TMT,4.4562,01/07/2023,31/07/2023
UAE,Dirham,AED,4.6766,01/07/2023,31/07/2023
USA,Dollar,USD,1.2732,01/07/2023,31/07/2023
Uganda,Schilling,UGX,4710.8570,01/07/2023,31/07/2023
Ukraine,Hryvnia,UAH,47.0190,01/07/2023,31/07/2023
Uruguay,Peso,UYU,48.2926,01/07/2023,31/07/2023
Uzbekistan,Sum,UZS,14641.8672,01/07/2023,31/07/2023
Vanuatu,Vatu,VUV,150.7919,01/07/2023,31/07/2023
Vietnam,Dong,VND,29921.5756,01/07/2023,31/07/2023
Wallis & Futuna Islands,CFP Franc,XPF,138.6888,01/07/2023,31/07/2023
Western Samoa,Tala,WST,3.4683,01/07/2023,31/07/2023
Yemen (Rep of),Rial,YER,318.6830,01/07/2023,31/07/2023
Zambia,Kwacha,ZMW,22.1219,01/07/2023,31/07/2023
Zimbabwe,Dollar,ZWL,460.7726,01/07/2023,31/07/2023
