Country/Territories,Currency,Currency Code,Currency Units per £1,Start date,End date
Morocco,Dirham,MAD,12.2400,01/08/2021,31/08/2021
Mozambique,Metical,MZN,87.0100,01/08/2021,31/08/2021
Myanmar,Kyat,MMK,2250.5000,01/08/2021,31/08/2021
Nepal,Rupee,NPR,163.2500,01/08/2021,31/08/2021
New Caledonia,CFP Franc,XPF,138.4200,01/08/2021,31/08/2021
New Zealand,Dollar,NZD,1.9666,01/08/2021,31/08/2021
Nicaragua,Gold Cordoba,NIO,48.1400,01/08/2021,31/08/2021
Niger Republic,CFA Franc,XOF,760.8900,01/08/2021,31/08/2021
Nigeria,Naira,NGN,562.7000,01/08/2021,31/08/2021
Norway,Norwegian Krone,NOK,12.1800,01/08/2021,31/08/2021
Oman,Rial,OMR,0.5265,01/08/2021,31/08/2021
Pakistan,Rupee,PKR,220.2900,01/08/2021,31/08/2021
Panama,Balboa,PAB,1.3674,01/08/2021,31/08/2021
Papua New Guinea,Kina,PGK,4.8014,01/08/2021,31/08/2021
Paraguay,Guarani,PYG,9341.9100,01/08/2021,31/08/2021
Peru,New Sol,PEN,5.4028,01/08/2021,31/08/2021
Philippines,Peso,PHP,68.8500,01/08/2021,31/08/2021
Poland,Zloty,PLN,5.3234,01/08/2021,31/08/2021
Qatar,Riyal,QAR,4.9789,01/08/2021,31/08/2021
Romania,New Leu,RON,5.7129,01/08/2021,31/08/2021
Russia,Rouble,RUB,101.2500,01/08/2021,31/08/2021
Rwanda,Franc,RWF,1361.4900,01/08/2021,31/08/2021
Saotome & Principe,Dobra,STD,28921.5000,01/08/2021,31/08/2021
Saudi Arabia,Riyal,SAR,5.1292,01/08/2021,31/08/2021
Senegal,CFA Franc,XOF,760.8900,01/08/2021,31/08/2021
Serbia,Dinar,RSD,136.4100,01/08/2021,31/08/2021
Seychelles,Rupee,SCR,21.3800,01/08/2021,31/08/2021
Sierra Leone,Leone,SLL,14016.3400,01/08/2021,31/08/2021
Singapore,Dollar,SGD,1.8666,01/08/2021,31/08/2021
Soloman Islands,Dollar,SBD,10.9600,01/08/2021,31/08/2021
Somali Republic,Schilling,SOS,799.9500,01/08/2021,31/08/2021
South Africa,Rand,ZAR,20.0300,01/08/2021,31/08/2021
South Korea,Won,KRW,1577.8900,01/08/2021,31/08/2021
Sri Lanka,Rupee,LKR,272.7900,01/08/2021,31/08/2021
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.6921,01/08/2021,31/08/2021
St Lucia,E Caribbean Dollar,XCD,3.6921,01/08/2021,31/08/2021
St Vincent,E Caribbean Dollar,XCD,3.6921,01/08/2021,31/08/2021
Sudan Republic,Pound,SDG,610.5600,01/08/2021,31/08/2021
Surinam,Dollar,SRD,27.8800,01/08/2021,31/08/2021
Swaziland,Lilangeni,SZL,20.0300,01/08/2021,31/08/2021
Sweden,Krona,SEK,11.8900,01/08/2021,31/08/2021
Switzerland,Franc,CHF,1.2566,01/08/2021,31/08/2021
Taiwan,Dollar,TWD,38.3600,01/08/2021,31/08/2021
Tanzania,Schilling,TZS,3171.1000,01/08/2021,31/08/2021
Thailand,Baht,THB,44.9100,01/08/2021,31/08/2021
Togo Republic,CFA Franc,XOF,760.8900,01/08/2021,31/08/2021
Tonga Islands,Pa'anga (AUS),TOP,1.8626,01/08/2021,31/08/2021
Trinidad/Tobago,Dollar,TTD,9.2240,01/08/2021,31/08/2021
Tunisia,Dinar,TND,3.8118,01/08/2021,31/08/2021
Turkey,Turkish  Lira,TRY,11.7400,01/08/2021,31/08/2021
Turkmenistan,New Manat,TMT,4.7861,01/08/2021,31/08/2021
UAE,Dirham,AED,5.0228,01/08/2021,31/08/2021
USA,Dollar,USD,1.3674,01/08/2021,31/08/2021
Uganda,Schilling,UGX,4862.6400,01/08/2021,31/08/2021
Ukraine,Hryvnia,UAH,37.2400,01/08/2021,31/08/2021
Uruguay,Peso,UYU,60.0300,01/08/2021,31/08/2021
Uzbekistan,Sum,UZS,14493.1100,01/08/2021,31/08/2021
Vanuatu,Vatu,VUV,153.1000,01/08/2021,31/08/2021
Vietnam,Dong,VND,31484.1600,01/08/2021,31/08/2021
Wallis & Futuna Islands,CFP Franc,XPF,138.4200,01/08/2021,31/08/2021
Western Samoa,Tala,WST,3.5289,01/08/2021,31/08/2021
Yemen (Rep of),Rial,YER,344.0900,01/08/2021,31/08/2021
Zambia,Kwacha,ZMW,30.4800,01/08/2021,31/08/2021
Zimbabwe,Dollar,ZWL,494.8700,01/08/2021,31/08/2021
