Country/Territories,Currency,Currency Code,Currency Units per £1,Start date,End date
Djibouti,Franc,DJF,242.2600,01/02/2021,28/02/2021
Dominica,E Caribbean Dollar,XCD,3.6805,01/02/2021,28/02/2021
Dominican Republic,Peso,DOP,79.4000,01/02/2021,28/02/2021
Dubai,Dirham,AED,5.0071,01/02/2021,28/02/2021
Ecuador,Dollar,ECS,1.3632,01/02/2021,28/02/2021
Egypt,Pound,EGP,21.4600,01/02/2021,28/02/2021
El Salvador,Colon,SVC,11.9200,01/02/2021,28/02/2021
Equatorial Guinea,CFA Franc,XAF,738.6800,01/02/2021,28/02/2021
Eritrea,Nakfa,ERN,20.4400,01/02/2021,28/02/2021
Ethiopia,Birr,ETB,53.8700,01/02/2021,28/02/2021
Eurozone,Euro,EUR,1.1261,01/02/2021,28/02/2021
Fiji Islands,Dollar,FJD,2.7764,01/02/2021,28/02/2021
Fr. Polynesia,CFP Franc,XPF,134.3800,01/02/2021,28/02/2021
Gabon,CFA Franc,XAF,738.6800,01/02/2021,28/02/2021
Gambia,Dalasi,GMD,70.5500,01/02/2021,28/02/2021
Georgia,Lari,GEL,4.4916,01/02/2021,28/02/2021
Ghana,Cedi,GHS,7.9677,01/02/2021,28/02/2021
Grenada,E Caribbean Dollar,XCD,3.6805,01/02/2021,28/02/2021
Guatemala,Quetzal,GTQ,10.6100,01/02/2021,28/02/2021
Guinea Bissau,CFA Franc,XOF,738.6800,01/02/2021,28/02/2021
Guinea Republic,Franc,GNF,13917.8600,01/02/2021,28/02/2021
Guyana,Dollar,GYD,285.1800,01/02/2021,28/02/2021
Haiti,Gourde,HTG,98.2100,01/02/2021,28/02/2021
Honduras,Lempira,HNL,32.8300,01/02/2021,28/02/2021
Hong Kong,Dollar,HKD,10.5600,01/02/2021,28/02/2021
Hungary,Forint,HUF,402.3300,01/02/2021,28/02/2021
Iceland,Krona,ISK,176.5800,01/02/2021,28/02/2021
India,Rupee,INR,99.5500,01/02/2021,28/02/2021
Indonesia,Rupiah,IDR,19125.1300,01/02/2021,28/02/2021
Iraq,Dinar,IQD,1991.5700,01/02/2021,28/02/2021
Israel,Shekel,ILS,4.4560,01/02/2021,28/02/2021
Jamaica,Dollar,JMD,196.5900,01/02/2021,28/02/2021
Japan,Yen,JPY,141.1800,01/02/2021,28/02/2021
Jordan,Dinar,JOD,0.9665,01/02/2021,28/02/2021
Kazakhstan,Tenge,KZT,571.2100,01/02/2021,28/02/2021
Kenya,Schilling,KES,150.2200,01/02/2021,28/02/2021
Kuwait,Dinar,KWD,0.4139,01/02/2021,28/02/2021
Kyrgyz Republic,Som,KGS,115.5900,01/02/2021,28/02/2021
Lao People's Dem Rep,Kip,LAK,12714.8600,01/02/2021,28/02/2021
Lebanon,Pound,LBP,2072.0000,01/02/2021,28/02/2021
Lesotho,Loti,LSL,20.2900,01/02/2021,28/02/2021
Liberia,Dollar (US),USD,1.3632,01/02/2021,28/02/2021
Libya,Dinar,LYD,6.0865,01/02/2021,28/02/2021
Macao,Pataca,MOP,10.8800,01/02/2021,28/02/2021
Macedonia,Denar,MKD,69.3400,01/02/2021,28/02/2021
Madagascar,Malagasy Ariary,MGA,5193.6300,01/02/2021,28/02/2021
Malawi,Kwacha,MWK,1051.2700,01/02/2021,28/02/2021
Malaysia,Ringgit,MYR,5.5140,01/02/2021,28/02/2021
Maldive Islands,Rufiyaa,MVR,20.9900,01/02/2021,28/02/2021
Mali Republic,CFA Franc,XOF,738.6800,01/02/2021,28/02/2021
Mauritania,Ouguiya,MRU,48.7000,01/02/2021,28/02/2021
Mauritius,Rupee,MUR,53.8400,01/02/2021,28/02/2021
Mexico,Mexican Peso,MXN,26.7000,01/02/2021,28/02/2021
Moldova,Leu,MDL,23.6700,01/02/2021,28/02/2021
Mongolia,Tugrik,MNT,3891.8100,01/02/2021,28/02/2021
Montserrat,E Caribbean Dollar,XCD,3.6805,01/02/2021,28/02/2021
Morocco,Dirham,MAD,12.2300,01/02/2021,28/02/2021
Mozambique,Metical,MZN,101.7200,01/02/2021,28/02/2021
Myanmar,Kyat,MMK,1817.0600,01/02/2021,28/02/2021
Nepal,Rupee,NPR,159.2900,01/02/2021,28/02/2021
New Caledonia,CFP Franc,XPF,134.3800,01/02/2021,28/02/2021
New Zealand,Dollar,NZD,1.9033,01/02/2021,28/02/2021
Nicaragua,Gold Cordoba,NIO,47.5200,01/02/2021,28/02/2021
Niger Republic,CFA Franc,XOF,738.6800,01/02/2021,28/02/2021
Nigeria,Naira,NGN,538.1000,01/02/2021,28/02/2021
Norway,Norwegian Krone,NOK,11.5900,01/02/2021,28/02/2021
Oman,Rial,OMR,0.5248,01/02/2021,28/02/2021
Pakistan,Rupee,PKR,218.1000,01/02/2021,28/02/2021
Panama,Balboa,PAB,1.3632,01/02/2021,28/02/2021
Papua New Guinea,Kina,PGK,4.7873,01/02/2021,28/02/2021
Paraguay,Guarani,PYG,9380.1900,01/02/2021,28/02/2021
Peru,New Sol,PEN,4.9271,01/02/2021,28/02/2021
Philippines,Peso,PHP,65.5000,01/02/2021,28/02/2021
Poland,Zloty,PLN,5.1054,01/02/2021,28/02/2021
Qatar,Riyal,QAR,4.9633,01/02/2021,28/02/2021
Romania,New Leu,RON,5.4890,01/02/2021,28/02/2021
Russia,Rouble,RUB,110.0700,01/02/2021,28/02/2021
Rwanda,Franc,RWF,1347.4800,01/02/2021,28/02/2021
Saotome & Principe,Dobra,STD,27931.1000,01/02/2021,28/02/2021
Saudi Arabia,Riyal,SAR,5.1144,01/02/2021,28/02/2021
Senegal,CFA Franc,XOF,738.6800,01/02/2021,28/02/2021
Serbia,Dinar,RSD,132.4000,01/02/2021,28/02/2021
Seychelles,Rupee,SCR,28.9700,01/02/2021,28/02/2021
Sierra Leone,Leone,SLL,13945.1300,01/02/2021,28/02/2021
Singapore,Dollar,SGD,1.8068,01/02/2021,28/02/2021
Soloman Islands,Dollar,SBD,10.9000,01/02/2021,28/02/2021
Somali Republic,Schilling,SOS,793.3500,01/02/2021,28/02/2021
South Africa,Rand,ZAR,20.2900,01/02/2021,28/02/2021
South Korea,Won,KRW,1499.9500,01/02/2021,28/02/2021
Sri Lanka,Rupee,LKR,266.4900,01/02/2021,28/02/2021
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.6805,01/02/2021,28/02/2021
St Lucia,E Caribbean Dollar,XCD,3.6805,01/02/2021,28/02/2021
St Vincent,E Caribbean Dollar,XCD,3.6805,01/02/2021,28/02/2021
Sudan Republic,Pound,SDG,75.3100,01/02/2021,28/02/2021
Surinam,Dollar,SRD,19.2900,01/02/2021,28/02/2021
Swaziland,Lilangeni,SZL,20.2900,01/02/2021,28/02/2021
Sweden,Krona,SEK,11.3800,01/02/2021,28/02/2021
Switzerland,Franc,CHF,1.2142,01/02/2021,28/02/2021
Taiwan,Dollar,TWD,38.1600,01/02/2021,28/02/2021
Tanzania,Schilling,TZS,3161.1600,01/02/2021,28/02/2021
Thailand,Baht,THB,40.8800,01/02/2021,28/02/2021
Togo Republic,CFA Franc,XOF,738.6800,01/02/2021,28/02/2021
Tonga Islands,Pa'anga (AUS),TOP,1.7604,01/02/2021,28/02/2021
Trinidad/Tobago,Dollar,TTD,9.2142,01/02/2021,28/02/2021
Tunisia,Dinar,TND,3.6811,01/02/2021,28/02/2021
Turkey,Turkish  Lira,TRY,10.0900,01/02/2021,28/02/2021
Turkmenistan,New Manat,TMT,4.7847,01/02/2021,28/02/2021
UAE,Dirham,AED,5.0071,01/02/2021,28/02/2021
USA,Dollar,USD,1.3632,01/02/2021,28/02/2021
Uganda,Schilling,UGX,5027.3300,01/02/2021,28/02/2021
Ukraine,Hryvnia,UAH,38.4900,01/02/2021,28/02/2021
Uruguay,Peso,UYU,57.5000,01/02/2021,28/02/2021
Uzbekistan,Sum,UZS,14314.2800,01/02/2021,28/02/2021
Vanuatu,Vatu,VUV,148.6000,01/02/2021,28/02/2021
Vietnam,Dong,VND,31452.1700,01/02/2021,28/02/2021
Wallis & Futuna Islands,CFP Franc,XPF,134.3800,01/02/2021,28/02/2021
Western Samoa,Tala,WST,3.4358,01/02/2021,28/02/2021
Yemen (Rep of),Rial,YER,342.6100,01/02/2021,28/02/2021
Zambia,Kwacha,ZMW,29.0600,01/02/2021,28/02/2021
Zimbabwe,Dollar,ZWL,493.3200,01/02/2021,28/02/2021
